loss,mean_absolute_error,mean_absolute_percentage_error,val_loss,val_mean_absolute_error,val_mean_absolute_percentage_error
0.013337594456970692,0.07260702550411224,5775.41064453125,0.0011208034120500088,0.02518770843744278,6174.23583984375
0.0007367799989879131,0.020565053448081017,4396.60791015625,0.00046983384527266026,0.016615156084299088,4543.90771484375
0.0003203834348823875,0.013479015789926052,3534.226318359375,0.00022474085562862456,0.01115761511027813,3748.50927734375
0.00019589619478210807,0.01047938596457243,3202.50341796875,0.00015349482418969274,0.009054595604538918,3457.485107421875
0.00013567935093306005,0.008562099188566208,3101.7216796875,0.00012124211934860796,0.007972834631800652,3263.49658203125
0.00013586139539256692,0.008749082684516907,3050.829833984375,0.00010956590267596766,0.007613625377416611,3204.537109375
0.0001060060749296099,0.007655613590031862,2972.06689453125,8.372573211090639e-05,0.006634864024817944,3247.719482421875
9.36564028961584e-05,0.007191953249275684,2963.433837890625,7.504771201638505e-05,0.0063430918380618095,3108.041748046875
9.763302659848705e-05,0.00749577023088932,2857.143310546875,7.686267053941265e-05,0.006577405612915754,3083.688720703125
8.712477574590594e-05,0.0070263114757835865,2895.6171875,0.00014138166443444788,0.009729620069265366,2959.7021484375
7.971582817845047e-05,0.006747577805072069,2745.08251953125,9.112579573411494e-05,0.0076821898110210896,2745.65478515625
7.384613127214834e-05,0.006524428725242615,2719.073486328125,5.74645382585004e-05,0.005546256434172392,3124.955078125
8.334986341651529e-05,0.006967190653085709,2714.013427734375,4.304601679905318e-05,0.004790589213371277,2957.61083984375
6.397497782018036e-05,0.0061006080359220505,2598.868896484375,4.3963478674413636e-05,0.0048894272185862064,2891.519287109375
6.279764784267172e-05,0.006025528535246849,2491.97998046875,3.901357194990851e-05,0.004591235890984535,3011.4375
4.316562626627274e-05,0.0048954482190310955,2574.7529296875,0.00012086236529285088,0.009347014129161835,2679.49609375
5.965121818007901e-05,0.0058030313812196255,2467.759521484375,3.3278458431595936e-05,0.004172602668404579,3026.505126953125
5.5855245591374114e-05,0.005704785697162151,2501.896484375,4.1951167077058926e-05,0.00492790387943387,2962.763916015625
5.538213372346945e-05,0.005617116112262011,2471.154296875,3.925679629901424e-05,0.004541425034403801,3203.45947265625
5.258252713247202e-05,0.005619432777166367,2419.27490234375,2.8928336178069003e-05,0.0038918862119317055,3059.224365234375
4.707442349172197e-05,0.005225152242928743,2507.849609375,4.755160625791177e-05,0.005322480108588934,3198.22412109375
5.4352964070858434e-05,0.00555774662643671,2360.84033203125,2.9035920306341723e-05,0.003926828969269991,3055.165283203125
4.8207322834059596e-05,0.005388153251260519,2431.92529296875,3.169172487105243e-05,0.004076426848769188,2937.641357421875
3.5971312172478065e-05,0.00453132763504982,2390.5458984375,0.00019812365644611418,0.01272745244204998,2685.178466796875
4.890645868727006e-05,0.005246324464678764,2385.143310546875,8.18660410004668e-05,0.0076930467039346695,3140.110107421875
4.4768123188987374e-05,0.005160822998732328,2325.76611328125,2.540716559451539e-05,0.0036354176700115204,3242.361083984375
3.578694668249227e-05,0.004536726512014866,2258.705810546875,2.6206267648376524e-05,0.0036920460406690836,3213.9228515625
5.282190613797866e-05,0.0057129343040287495,2210.9951171875,5.374639658839442e-05,0.005999211687594652,2758.7900390625
4.4325941416900605e-05,0.005203403066843748,2136.319091796875,5.0395810831105337e-05,0.005945400334894657,2897.65673828125
3.132031997665763e-05,0.004237303044646978,2274.277587890625,2.527998003643006e-05,0.003778379876166582,3017.171630859375
3.7511170376092196e-05,0.004763025790452957,2204.89599609375,4.837134838453494e-05,0.005606952589005232,2829.809326171875
5.188834620639682e-05,0.005707899574190378,2225.66845703125,2.3151407731347717e-05,0.0035256100818514824,2982.037841796875
3.597320755943656e-05,0.004546046257019043,2096.453857421875,2.3164528101915494e-05,0.0034225285053253174,3244.154296875
3.214882963220589e-05,0.004302961751818657,2085.518310546875,3.420564826228656e-05,0.004564014263451099,3231.476806640625
3.9204453059937805e-05,0.00486777676269412,2090.193359375,2.2457355953520164e-05,0.0034046638756990433,3101.263671875
3.352119165356271e-05,0.004494079854339361,2127.577880859375,8.498572424286976e-05,0.007136146537959576,2774.87109375
4.86501885461621e-05,0.005315832793712616,2034.03955078125,2.143984784197528e-05,0.0032768230885267258,3225.032470703125
2.9520651878556237e-05,0.004181311000138521,2025.730224609375,2.3032740500639193e-05,0.0034826495684683323,3076.01318359375
2.9833990993211046e-05,0.004217064939439297,1947.0135498046875,1.7505319192423485e-05,0.00295071117579937,3121.66162109375
5.0827686209231615e-05,0.005629724357277155,2084.985595703125,2.8735566957038827e-05,0.004024177324026823,3272.728759765625
3.0028504625079222e-05,0.004253342282027006,2020.1776123046875,5.188046270632185e-05,0.0060705156065523624,3300.574951171875
2.795297586999368e-05,0.004101919010281563,2038.587646484375,2.0672909158747643e-05,0.0032707068603485823,3049.986083984375
3.514726631692611e-05,0.004635673016309738,1919.5306396484375,1.7856533304438926e-05,0.0029980354011058807,2859.857666015625
3.1495550501858816e-05,0.0042738704942166805,1881.76025390625,2.4050663341768086e-05,0.0036218143068253994,3288.10791015625
2.539835259085521e-05,0.003910223953425884,1928.79736328125,2.2505204469780438e-05,0.00365484319627285,3042.743896484375
3.126800220343284e-05,0.0043095131404697895,1855.2591552734375,1.800461541279219e-05,0.003012492321431637,3313.534912109375
3.790810296777636e-05,0.004744768142700195,1833.01123046875,8.727433305466548e-05,0.008447657339274883,3145.1201171875
2.5709488909342326e-05,0.0038568705786019564,1875.5166015625,0.00010200789256487042,0.009263441897928715,2974.794921875
3.539884710335173e-05,0.004644983448088169,1748.90380859375,2.8891139663755894e-05,0.00429470743983984,2793.085693359375
2.5940591513062827e-05,0.003917893394827843,1790.072998046875,2.4720444343984127e-05,0.0036690563429147005,3197.54931640625
3.5072665923507884e-05,0.004649545531719923,1924.6600341796875,1.7647776985540986e-05,0.003027651458978653,2964.00537109375
3.822318103630096e-05,0.004924787674099207,1748.59716796875,1.9586885173339397e-05,0.00321930437348783,3356.620849609375
2.4551542082917877e-05,0.0038285511545836926,1773.642578125,3.2613294024486095e-05,0.004740049131214619,2885.173095703125
2.4913430024753325e-05,0.003768851049244404,1699.11962890625,1.5788029486429878e-05,0.0028298082761466503,3026.11669921875
3.205069151590578e-05,0.00424813712015748,1861.048828125,9.945097554009408e-05,0.008617890067398548,3667.13232421875
2.352888259338215e-05,0.0037239068187773228,1605.48974609375,4.6182078222045675e-05,0.005693808197975159,3200.539306640625
2.8132275474490598e-05,0.004207736812531948,1772.1256103515625,1.7561394997755997e-05,0.0030223443172872066,3061.2939453125
3.1735937227495015e-05,0.0041674221865832806,1650.6475830078125,3.0187931770342402e-05,0.0038975761272013187,3567.533935546875
2.4592194677097723e-05,0.0038122395053505898,1662.7127685546875,1.658925975789316e-05,0.0028155234176665545,3460.704833984375
3.011779517692048e-05,0.00438660429790616,1537.70947265625,3.03386987070553e-05,0.004189313389360905,3741.6728515625
2.2747473849449307e-05,0.003736700862646103,1505.102783203125,7.5343887147028e-05,0.007735454477369785,3191.82275390625
2.6995088774128817e-05,0.0039954958483576775,1553.4693603515625,1.301801694353344e-05,0.002428826643154025,3326.158447265625
2.441834658384323e-05,0.003777706529945135,1656.162109375,5.263872299110517e-05,0.006257904693484306,3684.57275390625
3.695390478242189e-05,0.004632636439055204,1467.989013671875,6.59957731841132e-05,0.007315846160054207,3308.311279296875
2.6421323127578944e-05,0.004009357187896967,1517.5816650390625,1.5176986380538438e-05,0.0026517773512750864,3434.74755859375
1.6337280612788163e-05,0.0031327148899435997,1432.0694580078125,2.18898021557834e-05,0.0035131932236254215,3297.46630859375
2.1796911823912524e-05,0.0036983108147978783,1415.040771484375,1.3730215869145468e-05,0.0025036095175892115,3415.2744140625
2.7192569177714176e-05,0.004058877006173134,1442.9769287109375,1.5167766832746565e-05,0.0026340624317526817,3530.71484375
3.418912456254475e-05,0.004133657552301884,1479.30126953125,4.1158509702654555e-05,0.004771095234900713,2937.35009765625
3.5348388337297365e-05,0.004582070745527744,1330.0614013671875,1.7983316865866072e-05,0.0030489289201796055,3555.688720703125
1.5432804502779618e-05,0.002989338943734765,1492.2177734375,2.134009810106363e-05,0.003563669277355075,3387.406005859375
2.717679126362782e-05,0.0037006335332989693,1609.262451171875,2.216429857071489e-05,0.003384364303201437,3588.246826171875
2.4819528334774077e-05,0.0037056305445730686,1374.7259521484375,1.1804121641034726e-05,0.002300200518220663,3412.29248046875
1.4403903151105624e-05,0.0028617954812943935,1379.5069580078125,8.386316039832309e-05,0.008366961032152176,3625.412841796875
2.61756304098526e-05,0.003927839454263449,1452.3983154296875,1.4051018297323026e-05,0.002687419531866908,3363.182861328125
2.123480589943938e-05,0.003439161228016019,1332.365234375,1.5873660231591202e-05,0.002890298841521144,3233.839111328125
2.1376548829721287e-05,0.0036958453711122274,1158.2919921875,3.596156966523267e-05,0.004808340687304735,3592.61279296875
1.6335287000401877e-05,0.0031166383996605873,1322.6400146484375,4.709655695478432e-05,0.005331264343112707,3847.522705078125
4.58447502751369e-05,0.0050023337826132774,1210.5020751953125,1.1831812116724905e-05,0.002290545729920268,3518.365234375
1.1740427908080164e-05,0.0025868613738566637,1299.4625244140625,3.460016887402162e-05,0.00479297386482358,3647.234375
2.1082050807308406e-05,0.003669086378067732,1246.40869140625,1.3569873772212304e-05,0.002582642249763012,3619.9267578125
3.2793261198094115e-05,0.004495381377637386,1321.314453125,4.398834425956011e-05,0.005304071120917797,3596.493896484375
1.4472439943347126e-05,0.002921218052506447,1248.8643798828125,2.3300342945731245e-05,0.003832221496850252,3441.4384765625
1.4539215044351295e-05,0.0029120154213160276,1085.215087890625,1.2625941963051446e-05,0.002462545642629266,3538.898681640625
2.4112805476761423e-05,0.003865262493491173,1180.255859375,2.5956062017939985e-05,0.004048410337418318,3402.53759765625
1.99095065909205e-05,0.003480121260508895,1075.236328125,1.236302614415763e-05,0.0023549108300358057,3369.4541015625
3.354183354531415e-05,0.004468487575650215,1091.225830078125,3.7500638427445665e-05,0.00503821624442935,3895.7783203125
1.014478493743809e-05,0.0023780297487974167,1128.7734375,3.3065844036173075e-05,0.004732972010970116,3416.154296875
2.0117091480642557e-05,0.003380484413355589,1074.7490234375,1.1341593562974595e-05,0.0022223833948373795,3554.533203125
1.8372076738160104e-05,0.0033173714764416218,1147.263916015625,1.1680832358251791e-05,0.002281064400449395,3464.284912109375
2.7130588932777755e-05,0.0038400250487029552,1136.7392578125,7.430557161569595e-05,0.007522447034716606,3495.3603515625
2.5371658921358176e-05,0.0035644539166241884,1082.508544921875,1.833075293689035e-05,0.0032324264757335186,3570.5771484375
8.69083760335343e-06,0.002261580666527152,929.5933837890625,4.314582110964693e-05,0.004283254034817219,1815.541015625
8.997124677989632e-05,0.006627386435866356,1102.1180419921875,1.2067137504345737e-05,0.002314225072041154,3605.063720703125
1.048799094860442e-05,0.0024570520035922527,1140.2283935546875,1.6151872841874138e-05,0.002906293608248234,3560.701904296875
7.355771231232211e-06,0.0020255609415471554,975.4708862304688,1.0353413927077781e-05,0.002145460806787014,3356.73681640625
7.93976414570352e-06,0.0021370667964220047,898.1082153320312,1.6614469132036902e-05,0.002827364020049572,3400.0625
8.691013135830872e-06,0.002262063790112734,629.6817016601562,9.415199201612268e-06,0.0019354249816387892,3567.802001953125
1.4374058082466945e-05,0.002929319627583027,925.6456909179688,1.446223814127734e-05,0.002560848370194435,3573.92431640625
1.5021476428955793e-05,0.0030708592385053635,616.5930786132812,1.0155636118724942e-05,0.00200944347307086,3601.868896484375
1.6984120520646684e-05,0.003226736094802618,754.392578125,9.489535841566976e-06,0.0019749596249312162,3454.067138671875
2.544591734476853e-05,0.004033575765788555,744.9736328125,2.2221474864636548e-05,0.0036579009611159563,3456.6220703125
1.050169339578133e-05,0.002529621124267578,630.107666015625,1.2661460459639784e-05,0.0024240300990641117,3596.963623046875
2.1827030650456436e-05,0.0038003067020326853,847.0548095703125,2.5183015168295242e-05,0.003941263537853956,3717.69482421875
1.875029738584999e-05,0.0035002250224351883,760.4772338867188,1.1398797141737305e-05,0.002162548713386059,3329.26318359375
1.3031462003709748e-05,0.0027911465149372816,772.258056640625,3.9926137105794623e-05,0.0053306701593101025,3749.07470703125
2.5048086172319017e-05,0.004013592842966318,1037.7724609375,1.0044623195426539e-05,0.0020230812951922417,3580.1044921875
1.033999888022663e-05,0.002471399726346135,843.8272705078125,9.655392204876989e-06,0.0020023658871650696,3526.694091796875
1.3026663509663194e-05,0.0028641761746257544,603.2815551757812,3.109855970251374e-05,0.004778394475579262,3436.866455078125
1.663869625190273e-05,0.00319168739952147,722.3286743164062,6.403914449037984e-05,0.007258185651153326,3792.9033203125
1.7086271327571012e-05,0.0031765257008373737,654.412353515625,2.1589823518297635e-05,0.003479480277746916,3733.8203125
1.6381609384552576e-05,0.003182706655934453,845.64697265625,1.6286223399220034e-05,0.0027374366763979197,3631.959228515625
1.1756532330764458e-05,0.0027178763411939144,435.0975646972656,1.9937897377531044e-05,0.0033623843919485807,3503.99755859375
3.30440561810974e-05,0.004210695158690214,669.0948486328125,9.39424444368342e-06,0.0019204227719455957,3559.143310546875
9.073767614609096e-06,0.00233636237680912,664.3410034179688,1.093580613087397e-05,0.00220073782838881,3448.436279296875
1.713989877316635e-05,0.003297541756182909,662.9220581054688,9.588964530848898e-06,0.002014047931879759,3590.536865234375
1.1803981578850653e-05,0.0026537789963185787,993.0584716796875,9.516489626548719e-06,0.0019728487823158503,3545.57763671875
1.5232310943247285e-05,0.003091647056862712,541.1917724609375,1.5472922314074822e-05,0.002856294857338071,3579.926513671875
1.3568611393566243e-05,0.002945695072412491,342.3100280761719,2.6490304662729613e-05,0.004132615402340889,3581.48828125
1.072983468475286e-05,0.0024840589612722397,479.98089599609375,1.38196974148741e-05,0.0024172072298824787,3635.781982421875
3.226850094506517e-05,0.004607714246958494,935.62158203125,1.594025525264442e-05,0.0028839351143687963,3537.169189453125
9.681027222541161e-06,0.002343537984415889,1209.39697265625,1.4082530469750054e-05,0.0027592938859015703,3665.553955078125
1.2579681424540468e-05,0.002758784219622612,863.017822265625,3.5643126466311514e-05,0.004749714396893978,3372.0859375
1.3463544746628031e-05,0.0028633936308324337,768.5192260742188,5.3549098083749413e-05,0.006480288691818714,3647.852294921875
1.3890606169297826e-05,0.002921808511018753,590.4083251953125,3.618891059886664e-05,0.005263889208436012,3762.337890625
1.9095459720119834e-05,0.0032916886266320944,903.1538696289062,1.0355505764891859e-05,0.0018385828007012606,3441.31396484375
1.555354356241878e-05,0.0030330470763146877,459.4849548339844,2.325529931113124e-05,0.003722282126545906,3538.496337890625
7.595469924126519e-06,0.002116123680025339,338.7230529785156,1.593437082192395e-05,0.003018844872713089,3658.430908203125
2.4014994778553955e-05,0.003723528701812029,774.1163330078125,1.7214611943927594e-05,0.0029969196766614914,3763.993896484375
1.1210905540792737e-05,0.0025498128961771727,894.2412719726562,6.76225172355771e-05,0.00469238543882966,3199.211669921875
3.876032496918924e-05,0.004215280991047621,1622.616455078125,1.5244578207784798e-05,0.002790597500279546,3616.781494140625
6.647035661444534e-06,0.0019387149950489402,657.7237548828125,9.134640094998758e-06,0.0018418877152726054,3623.896484375
4.938633992424002e-06,0.0017037042416632175,476.0601501464844,7.434210147039266e-06,0.0016421298496425152,3539.41845703125
9.8026257546735e-06,0.0024234261363744736,553.704345703125,1.2229117601236794e-05,0.002403941936790943,3698.771484375
1.778197292878758e-05,0.0033716056495904922,586.8909912109375,8.78751052368898e-06,0.0018715517362579703,3638.662353515625
1.3124361430527642e-05,0.0026975315995514393,866.77099609375,1.5789531971677206e-05,0.0027469415217638016,3671.293212890625
1.1362531949998811e-05,0.0025978991761803627,849.5509033203125,8.325238923134748e-06,0.001800531754270196,3514.92041015625
1.4831995940767229e-05,0.003098715329542756,800.6475219726562,1.1952929526160005e-05,0.0022673658095300198,3518.181640625
1.3283661246532574e-05,0.0027193997520953417,692.9901733398438,8.994720701593906e-06,0.0019071981078013778,3671.496826171875
1.306054400629364e-05,0.0027669547125697136,596.4061889648438,9.345920261694118e-06,0.0018460483988747,3632.2607421875
1.1104898476332892e-05,0.0026308775413781404,619.6599731445312,3.251468297094107e-05,0.0047537581995129585,3658.154296875
1.6893767678993754e-05,0.003214349038898945,451.2803649902344,1.0442684470035601e-05,0.0020931605249643326,3672.607177734375
1.0893911166931503e-05,0.002641817554831505,354.1649169921875,9.426663382328115e-06,0.0020141866989433765,3710.208740234375
1.2902421985927504e-05,0.0028723443392664194,283.98602294921875,1.0365983143856283e-05,0.002159333089366555,3612.142333984375
1.0107856724062003e-05,0.0025462619960308075,637.44970703125,8.371959665964823e-06,0.001792124123312533,3554.401611328125
