loss,mean_squared_error,mean_absolute_error,mean_absolute_percentage_error,val_loss,val_mean_squared_error,val_mean_absolute_error,val_mean_absolute_percentage_error
136.54710388183594,136.54710388183594,9.176861763000488,11662533.0,47.36582946777344,47.36582946777344,5.829648494720459,7117372.0
20.243738174438477,20.243738174438477,3.4276797771453857,2631091.5,3.654261827468872,3.654261827468872,1.419075608253479,308153.875
2.524155378341675,2.524155378341675,1.148213505744934,146425.796875,1.8235810995101929,1.8235810995101929,0.9553690552711487,223444.8125
1.4199421405792236,1.4199421405792236,0.8422698378562927,101353.890625,1.1789171695709229,1.1789171695709229,0.7560556530952454,114478.734375
1.0201547145843506,1.0201547145843506,0.7188465595245361,255094.609375,0.8370471000671387,0.8370471000671387,0.6421487927436829,204722.4375
0.768565833568573,0.768565833568573,0.6281766891479492,336439.0625,0.7454438209533691,0.7454438209533691,0.6146482825279236,312670.5
0.6014606356620789,0.6014606356620789,0.5547425150871277,357555.84375,0.5200454592704773,0.5200454592704773,0.5105955600738525,360001.0
0.4875420033931732,0.4875420033931732,0.50034099817276,396247.875,0.48208925127983093,0.48208925127983093,0.5148870348930359,322418.0625
0.41450610756874084,0.41450610756874084,0.462298721075058,398517.65625,0.396677702665329,0.396677702665329,0.45173272490501404,389040.125
0.3680537939071655,0.3680537939071655,0.4393976926803589,441340.6875,0.3328739404678345,0.3328739404678345,0.40915727615356445,372663.0
0.3570760190486908,0.3570760190486908,0.4390440881252289,463133.9375,0.32103419303894043,0.32103419303894043,0.41032350063323975,345256.375
0.29117175936698914,0.29117175936698914,0.3902400732040405,478826.84375,0.2613721787929535,0.2613721787929535,0.36153700947761536,451300.3125
0.2654975354671478,0.2654975354671478,0.373830646276474,503568.4375,0.961148738861084,0.961148738861084,0.8472214937210083,605294.625
0.32570013403892517,0.32570013403892517,0.4159402847290039,438597.3125,0.24990004301071167,0.24990004301071167,0.3647341728210449,425657.96875
0.22823970019817352,0.22823970019817352,0.34689345955848694,406521.25,0.3591584861278534,0.3591584861278534,0.46511131525039673,345508.875
0.24107858538627625,0.24107858538627625,0.3622598350048065,347162.9375,0.20015425980091095,0.20015425980091095,0.3145679235458374,286187.96875
0.19085650146007538,0.19085650146007538,0.3158928155899048,292735.09375,0.20824167132377625,0.20824167132377625,0.3326939344406128,249243.796875
0.21472156047821045,0.21472156047821045,0.34292715787887573,267158.15625,0.17157752811908722,0.17157752811908722,0.2908371686935425,250886.265625
0.2325838804244995,0.2325838804244995,0.3612038493156433,211977.140625,0.2540539801120758,0.2540539801120758,0.3830913007259369,159534.609375
0.18805083632469177,0.18805083632469177,0.31838086247444153,200860.328125,0.1873093694448471,0.1873093694448471,0.32417967915534973,144704.21875
0.1686290204524994,0.1686290204524994,0.30172452330589294,189563.296875,0.2966536581516266,0.2966536581516266,0.4374222755432129,267399.875
0.16460777819156647,0.16460777819156647,0.29624882340431213,163193.078125,0.13841956853866577,0.13841956853866577,0.26059049367904663,185925.203125
0.14971612393856049,0.14971612393856049,0.28393086791038513,157856.296875,0.3393726050853729,0.3393726050853729,0.47872495651245117,143665.8125
0.17099885642528534,0.17099885642528534,0.3040331304073334,148948.8125,0.1562894582748413,0.1562894582748413,0.2817875146865845,161279.265625
0.1775299310684204,0.1775299310684204,0.3092673122882843,148084.375,0.11566027998924255,0.11566027998924255,0.2376137226819992,121024.125
0.13313929736614227,0.13313929736614227,0.2689383029937744,138818.734375,0.10997340083122253,0.10997340083122253,0.23241101205348969,201967.046875
0.1428113877773285,0.1428113877773285,0.28089720010757446,115387.5078125,0.10445358604192734,0.10445358604192734,0.22627724707126617,139679.5
0.14114922285079956,0.14114922285079956,0.28184714913368225,118347.46875,0.13677583634853363,0.13677583634853363,0.27205824851989746,150210.578125
0.12655550241470337,0.12655550241470337,0.26318037509918213,131173.703125,0.09734246879816055,0.09734246879816055,0.21819843351840973,143619.578125
0.11286115646362305,0.11286115646362305,0.24790224432945251,120508.6953125,0.13084691762924194,0.13084691762924194,0.27006861567497253,182481.875
0.12550687789916992,0.12550687789916992,0.26234909892082214,128917.3984375,0.23445473611354828,0.23445473611354828,0.39999687671661377,95561.3125
0.13129135966300964,0.13129135966300964,0.26516878604888916,121356.90625,0.12372229248285294,0.12372229248285294,0.25961950421333313,137021.921875
0.13420160114765167,0.13420160114765167,0.2699369192123413,116188.890625,0.24703027307987213,0.24703027307987213,0.39369139075279236,67586.7421875
0.11698403209447861,0.11698403209447861,0.2499479055404663,119499.25,0.07978041470050812,0.07978041470050812,0.1996808797121048,120073.0078125
0.10747812688350677,0.10747812688350677,0.24404147267341614,111654.109375,0.16474613547325134,0.16474613547325134,0.3186785578727722,145034.578125
0.10694562643766403,0.10694562643766403,0.24477572739124298,114566.8203125,0.2004023641347885,0.2004023641347885,0.3477935791015625,81235.171875
0.11969330161809921,0.11969330161809921,0.2625551223754883,114354.3515625,0.09131226688623428,0.09131226688623428,0.2253107875585556,186723.90625
0.10595563799142838,0.10595563799142838,0.2402338683605194,108238.6953125,0.10334561765193939,0.10334561765193939,0.23804807662963867,141530.515625
0.1148810088634491,0.1148810088634491,0.24308711290359497,102884.21875,0.4651011824607849,0.4651011824607849,0.6034793257713318,72848.3828125
0.0984274372458458,0.0984274372458458,0.22932861745357513,105174.546875,0.07575824856758118,0.07575824856758118,0.19353900849819183,90308.3359375
0.12885186076164246,0.12885186076164246,0.2656365633010864,100622.578125,0.2923215627670288,0.2923215627670288,0.45132362842559814,58907.73046875
0.0821433812379837,0.0821433812379837,0.21244755387306213,93013.3359375,0.20432856678962708,0.20432856678962708,0.3707124888896942,105092.6328125
0.10645148903131485,0.10645148903131485,0.24365854263305664,90851.21875,0.06243804842233658,0.06243804842233658,0.17835700511932373,101408.484375
0.07917864620685577,0.07917864620685577,0.2107117921113968,94190.7421875,0.07648737728595734,0.07648737728595734,0.2006797194480896,81310.015625
